objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
1,birikim.pdf,,Buruk Ölümler,Digital Ottoman Studies,2021-04-03,Vefatının ardından Adnan Ekşigil tarafından Birikim dergisinde hakkında yazılanlar.,Vefayat;Adnan Ekşigil,İstanbul,41.01539779,28.97220863,,,,,,,
